Category;Family;StyleName;StyleId
slab serif;Brix Slab Condensed™;Brix Slab Condensed Black;208168
slab serif;Brix Slab Condensed™;Brix Slab Condensed Black Italic;208170
slab serif;Brix Slab Condensed™;Brix Slab Condensed ExtraLight Italic;208172
slab serif;Brix Slab Condensed™;Brix Slab Condensed ExtraLight;208176
slab serif;Brix Slab Condensed™;Brix Slab Condensed Bold Italic;208179
slab serif;Brix Slab Condensed™;Brix Slab Condensed Italic;208180
slab serif;Brix Slab Condensed™;Brix Slab Condensed Brix Slab Condensed;208181
slab serif;Brix Slab Condensed™;Brix Slab Condensed Medium;208182
slab serif;Brix Slab Condensed™;Brix Slab Condensed Bold;208183
slab serif;Brix Slab Condensed™;Brix Slab Condensed Light;208184
slab serif;Brossard;Brossard Outline;177334
slab serif;Brossard;Brossard;177335
slab serif;Brussels City;Brussels City Regular;450261
slab serif;Brussels City;Brussels City Italic;450262
slab serif;Bulldog Hunter Std®;Bulldog Hunter Std Bold;187806
slab serif;Bulldog Hunter Std®;Bulldog Hunter Std Italic;187807
slab serif;Bulldog Hunter Std®;Bulldog Hunter Std Regular;187808
slab serif;Bulldog Hunter Std®;Bulldog Hunter Std Bold Italic;187809
slab serif;Bulldog Hunter Std®;Bulldog Hunter Std Medium Italic;187810
slab serif;Bulldog Hunter Std®;Bulldog Hunter Std Medium;187811
slab serif;Bumbon;Bumbon Regular;385542
slab serif;Bumbon;Bumbon Italic;385543
slab serif;Bumbon;Bumbon Bold;385544
slab serif;Bumbon;Bumbon Bold Italic;385545
slab serif;Bunday Slab™;Bunday Slab Thin Up;305111
slab serif;Bunday Slab™;Bunday Slab Thin It;305112
slab serif;Bunday Slab™;Bunday Slab SemiLight It;305113
slab serif;Bunday Slab™;Bunday Slab SemiLight;305114
slab serif;Bunday Slab™;Bunday Slab SemiLight Up;305115
slab serif;Bunday Slab™;Bunday Slab Regular Up;305116
slab serif;Bunday Slab™;Bunday Slab SemiBold;305117
slab serif;Bunday Slab™;Bunday Slab SemiBold It;305118
slab serif;Bunday Slab™;Bunday Slab SemiBold Up;305119
slab serif;Bunday Slab™;Bunday Slab Thin;305120
slab serif;Bunday Slab™;Bunday Slab Light;305121
slab serif;Bunday Slab™;Bunday Slab Light It;305122
slab serif;Bunday Slab™;Bunday Slab Regular It;305123
slab serif;Bunday Slab™;Bunday Slab Heavy Up;305124
slab serif;Bunday Slab™;Bunday Slab Regular;305125
slab serif;Bunday Slab™;Bunday Slab Light Up;305126
slab serif;Bunday Slab™;Bunday Slab Bold;305127
slab serif;Bunday Slab™;Bunday Slab Hair Up;305128
slab serif;Bunday Slab™;Bunday Slab Bold It;305129
slab serif;Bunday Slab™;Bunday Slab Bold Up;305130
slab serif;Bunday Slab™;Bunday Slab Heavy;305131
slab serif;Bunday Slab™;Bunday Slab Hair It;305132
slab serif;Bunday Slab™;Bunday Slab Hair;305133
slab serif;Bunday Slab™;Bunday Slab ExtraBold;305134
slab serif;Bunday Slab™;Bunday Slab ExtraBold It;305135
slab serif;Bunday Slab™;Bunday Slab ExtraBold Up;305136
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold;307719
slab serif;CamingoSlab™;CamingoSlab Pro SemiBold Italic;307720
slab serif;CamingoSlab™;CamingoSlab Pro Regular Italic;307721
slab serif;CamingoSlab™;CamingoSlab Pro Regular;307722
slab serif;CamingoSlab™;CamingoSlab Pro Bold;307723
slab serif;CamingoSlab™;CamingoSlab Pro Bold Italic;307724
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold;307725
slab serif;CamingoSlab™;CamingoSlab Pro ExtraBold Italic;307726
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight;307727
slab serif;CamingoSlab™;CamingoSlab Pro ExtraLight Italic;307728
slab serif;CamingoSlab™;CamingoSlab Pro Light;307729
slab serif;CamingoSlab™;CamingoSlab Pro Light Italic;307730
slab serif;CamingoSlab™;CamingoSlab Pro Black;307731
slab serif;CamingoSlab™;CamingoSlab Pro Black Italic;307732
slab serif;CamingoSlab™;CamingoSlab Bold;307733
slab serif;CamingoSlab™;CamingoSlab Bold Italic;307734
slab serif;CamingoSlab™;CamingoSlab SemiBold Italic;307735
slab serif;CamingoSlab™;CamingoSlab Regular;307736
slab serif;CamingoSlab™;CamingoSlab SemiBold;307737
slab serif;CamingoSlab™;Camingo Slab Black;307738
slab serif;CamingoSlab™;Camingo Slab Black Italic;307739
slab serif;CamingoSlab™;CamingoSlab Regular Italic;307740
slab serif;CamingoSlab™;CamingoSlab ExtraBold;307741
slab serif;CamingoSlab™;CamingoSlab ExtraBold Italic;307742
slab serif;CamingoSlab™;CamingoSlab ExtraLight;307743
slab serif;CamingoSlab™;CamingoSlab Light Italic;307744
slab serif;CamingoSlab™;CamingoSlab ExtraLight Italic;307745
slab serif;CamingoSlab™;CamingoSlab Light;307746
slab serif;Carnival;Carnival Regular;430492
slab serif;Carollo Playscript;Carollo Playscript Light;437595
slab serif;Carollo Playscript;Carollo Playscript Light Italic;437596
slab serif;Carollo Playscript;Carollo Playscript Regular;437597
slab serif;Carollo Playscript;Carollo Playscript Regular Italic;437598
slab serif;Carollo Playscript;Carollo Playscript Medium;437599
slab serif;Carollo Playscript;Carollo Playscript Medium Italic;437600
slab serif;Carollo Playscript;Carollo Playscript Bold;437601
slab serif;Carollo Playscript;Carollo Playscript Bold Italic;437602
slab serif;Carollo Playscript;Carollo Playscript Black;437603
slab serif;Carollo Playscript;Carollo Playscript Black Italic;437604
slab serif;Cassia;Cassia Medium;204883
slab serif;Cassia;Cassia Cassia;204884
slab serif;Cassia;Cassia Medium Italic;204885
slab serif;Cassia;Cassia Light;204886
slab serif;Cassia;Cassia Light Italic;204887
slab serif;Cassia;Cassia ExtraLight;204888
slab serif;Cassia;Cassia Bold;204889
slab serif;Cassia;Cassia ExtraLight Italic;204890
slab serif;Cassia;Cassia Italic;204891
slab serif;Cassia;Cassia Bold Italic;204892
slab serif;Cayuse;Cayuse;357001
slab serif;Certa Serif;Certa Serif Black;338922
slab serif;Certa Serif;Certa Serif;338923
slab serif;Certa Serif;Certa Serif Black Italic;338924
slab serif;Certa Serif;Certa Serif Bold;338925
slab serif;Certa Serif;Certa Serif Extra Bold Italic;338926
slab serif;Certa Serif;Certa Serif Extra Light;338927
slab serif;Certa Serif;Certa Serif Extra Bold;338928
slab serif;Certa Serif;Certa Serif Bold Italic;338929
slab serif;Certa Serif;Certa Serif Italic;338930
slab serif;Certa Serif;Certa Serif Light Italic;338931
slab serif;Certa Serif;Certa Serif Light;338932
slab serif;Certa Serif;Certa Serif Thin Italic;338933
slab serif;Certa Serif;Certa Serif Medium;338934
slab serif;Certa Serif;Certa Serif Thin;338935
slab serif;Certa Serif;Certa Serif Extra Light Italic;338936
slab serif;Certa Serif;Certa Serif Medium Italic;338937
slab serif;Cinque;Cinque Regular;367868
slab serif;Cinque;Cinque Bold;367869
slab serif;Cintra Slab;Cintra Slab Stencil;260281
slab serif;Cintra Slab;Cintra Slab Outline;260282
slab serif;Cintra Slab;Cintra Slab Inline;260283
slab serif;Cintra Slab;Cintra Slab Solid;260284
slab serif;Cintra Slab;Cintra Slab Solid Unicase;265437
slab serif;Cintra Slab;Cintra Slab Stencil Unicase;265438
slab serif;Cintra Slab;Cintra Slab Outline Unicase;265439
slab serif;Cintra Slab;Cintra Slab Inline Unicase;265440
slab serif;Circe Slab;Circe Slab A Regular;350384
slab serif;Circe Slab;Circe Slab C Black;350385
slab serif;Circe Slab;Circe Slab A Hairline;350386
slab serif;Circe Slab;Circe Slab A Ultra Light;350387
slab serif;Circe Slab;Circe Slab A Extra Light;350388
slab serif;Circe Slab;Circe Slab A Thin;350389
slab serif;Circe Slab;Circe Slab A Light;350390
slab serif;Circe Slab;Circe Slab A Narrow Light;350391
