category;family;style;glyph;regions;straights;angles;curves
slab serif;Triunfo™;Triunfo Demibold;H;1;27;28;0
slab serif;Triunfo™;Triunfo Demibold;k;1;17;21;4
slab serif;Triunfo™;Triunfo Demibold;o;2;8;0;21
slab serif;Triunfo™;Triunfo Demibold;p;2;11;13;12
slab serif;Triunfo™;Triunfo Demibold;x;1;19;21;12
slab serif;Triunfo™;Triunfo Heavy Condensed;a;2;7;5;17
slab serif;Triunfo™;Triunfo Heavy Condensed;H;1;27;28;0
slab serif;Triunfo™;Triunfo Heavy Condensed;k;1;13;20;9
slab serif;Triunfo™;Triunfo Heavy Condensed;o;2;7;0;15
slab serif;Triunfo™;Triunfo Heavy Condensed;p;2;10;12;10
slab serif;Triunfo™;Triunfo Heavy Condensed;x;1;18;24;9
slab serif;Triunfo™;Triunfo Heavy;a;2;5;4;15
slab serif;Triunfo™;Triunfo Heavy;H;1;27;28;0
slab serif;Triunfo™;Triunfo Heavy;k;1;15;21;7
slab serif;Triunfo™;Triunfo Heavy;o;2;11;0;18
slab serif;Triunfo™;Triunfo Heavy;p;2;8;13;11
slab serif;Triunfo™;Triunfo Heavy;x;1;13;17;15
slab serif;Triunfo™;Triunfo Light Condensed DEMO;a;2;11;7;19
slab serif;Triunfo™;Triunfo Light Condensed DEMO;H;1;24;28;0
slab serif;Triunfo™;Triunfo Light Condensed DEMO;k;1;16;20;7
slab serif;Triunfo™;Triunfo Light Condensed DEMO;o;2;7;0;20
slab serif;Triunfo™;Triunfo Light Condensed DEMO;p;2;9;11;13
slab serif;Triunfo™;Triunfo Light Condensed DEMO;x;1;22;25;10
slab serif;Triunfo™;Triunfo Light Condensed;a;2;11;7;19
slab serif;Triunfo™;Triunfo Light Condensed;H;1;24;28;0
slab serif;Triunfo™;Triunfo Light Condensed;k;1;16;20;7
slab serif;Triunfo™;Triunfo Light Condensed;o;2;7;0;20
slab serif;Triunfo™;Triunfo Light Condensed;p;2;9;11;13
slab serif;Triunfo™;Triunfo Light Condensed;x;1;22;25;10
slab serif;Triunfo™;Triunfo Light Narrow;a;2;11;7;19
slab serif;Triunfo™;Triunfo Light Narrow;H;1;25;28;0
slab serif;Triunfo™;Triunfo Light Narrow;k;1;21;20;4
slab serif;Triunfo™;Triunfo Light Narrow;o;2;9;0;17
slab serif;Triunfo™;Triunfo Light Narrow;p;2;13;12;13
slab serif;Triunfo™;Triunfo Light Narrow;x;1;21;23;10
slab serif;Triunfo™;Triunfo Light;a;2;10;7;19
slab serif;Triunfo™;Triunfo Light;H;1;23;28;2
slab serif;Triunfo™;Triunfo Light;k;1;19;21;4
slab serif;Triunfo™;Triunfo Light;o;2;11;0;23
slab serif;Triunfo™;Triunfo Light;p;2;12;13;11
slab serif;Triunfo™;Triunfo Light;x;1;23;22;9
slab serif;Triunfo™;Triunfo Light Ultracondensed;a;2;12;7;21
slab serif;Triunfo™;Triunfo Light Ultracondensed;H;1;23;28;2
slab serif;Triunfo™;Triunfo Light Ultracondensed;k;1;19;20;5
slab serif;Triunfo™;Triunfo Light Ultracondensed;o;2;8;0;16
slab serif;Triunfo™;Triunfo Light Ultracondensed;p;2;13;12;10
slab serif;Triunfo™;Triunfo Light Ultracondensed;x;1;20;23;12
slab serif;Triunfo™;Triunfo Narrow;a;2;9;5;17
slab serif;Triunfo™;Triunfo Narrow;H;1;23;28;2
slab serif;Triunfo™;Triunfo Narrow;k;1;16;21;6
slab serif;Triunfo™;Triunfo Narrow;o;2;9;0;18
slab serif;Triunfo™;Triunfo Narrow;p;2;13;13;10
slab serif;Triunfo™;Triunfo Narrow;x;1;22;23;7
slab serif;Triunfo™;Triunfo;a;2;10;7;17
slab serif;Triunfo™;Triunfo;H;1;23;28;0
slab serif;Triunfo™;Triunfo;k;1;19;22;5
slab serif;Triunfo™;Triunfo;o;2;8;0;18
slab serif;Triunfo™;Triunfo;p;2;12;13;11
slab serif;Triunfo™;Triunfo;x;1;22;23;9
slab serif;Triunfo™;Triunfo Thin Condensed;a;2;15;8;18
slab serif;Triunfo™;Triunfo Thin Condensed;H;1;19;24;2
slab serif;Triunfo™;Triunfo Thin Condensed;k;1;19;19;4
slab serif;Triunfo™;Triunfo Thin Condensed;o;2;7;0;20
slab serif;Triunfo™;Triunfo Thin Condensed;p;2;13;12;13
slab serif;Triunfo™;Triunfo Thin Condensed;x;1;28;26;4
slab serif;Triunfo™;Triunfo Thin Narrow;a;2;10;7;19
slab serif;Triunfo™;Triunfo Thin Narrow;H;1;17;24;4
slab serif;Triunfo™;Triunfo Thin Narrow;k;1;17;17;2
slab serif;Triunfo™;Triunfo Thin Narrow;o;2;7;0;22
slab serif;Triunfo™;Triunfo Thin Narrow;p;2;14;12;12
slab serif;Triunfo™;Triunfo Thin Narrow;x;1;28;27;4
slab serif;Triunfo™;Triunfo Thin;a;2;9;6;19
slab serif;Triunfo™;Triunfo Thin;H;1;16;20;2
slab serif;Triunfo™;Triunfo Thin;k;1;17;17;2
slab serif;Triunfo™;Triunfo Thin;o;2;13;0;22
slab serif;Triunfo™;Triunfo Thin;p;2;13;12;11
slab serif;Triunfo™;Triunfo Thin;x;1;24;23;7
slab serif;Triunfo™;Triunfo Thin Ultracondensed;a;2;16;7;20
slab serif;Triunfo™;Triunfo Thin Ultracondensed;H;1;23;28;4
slab serif;Triunfo™;Triunfo Thin Ultracondensed;k;1;21;21;4
slab serif;Triunfo™;Triunfo Thin Ultracondensed;o;2;8;0;17
slab serif;Triunfo™;Triunfo Thin Ultracondensed;p;2;11;12;13
slab serif;Triunfo™;Triunfo Thin Ultracondensed;x;1;29;27;6
slab serif;Twist Jelly;Twist Jelly Basic;a;2;6;6;13
slab serif;Twist Jelly;Twist Jelly Basic;H;1;8;6;8
slab serif;Twist Jelly;Twist Jelly Basic;k;1;7;6;8
slab serif;Twist Jelly;Twist Jelly Basic;o;2;5;2;9
slab serif;Twist Jelly;Twist Jelly Basic;p;2;5;5;11
slab serif;Twist Jelly;Twist Jelly Basic;x;1;8;5;7
slab serif;Twist Jelly;Twist Jelly Slab;a;3;6;6;13
slab serif;Twist Jelly;Twist Jelly Slab;H;1;10;14;7
slab serif;Twist Jelly;Twist Jelly Slab;k;1;7;9;8
slab serif;Twist Jelly;Twist Jelly Slab;o;2;5;2;8
slab serif;Twist Jelly;Twist Jelly Slab;p;2;8;7;11
slab serif;Twist Jelly;Twist Jelly Slab;x;1;10;9;6
slab serif;Typewriter Spool;Typewriter Spool CLN Bold Italic;a;3;6;6;14
slab serif;Typewriter Spool;Typewriter Spool CLN Bold Italic;H;2;13;15;8
slab serif;Typewriter Spool;Typewriter Spool CLN Bold Italic;k;2;10;11;12
slab serif;Typewriter Spool;Typewriter Spool CLN Bold Italic;o;3;2;0;17
slab serif;Typewriter Spool;Typewriter Spool CLN Bold Italic;p;2;5;7;13
slab serif;Typewriter Spool;Typewriter Spool CLN Bold Italic;x;2;12;10;13
slab serif;Typewriter Spool;Typewriter Spool CLN Bold;a;2;5;5;16
slab serif;Typewriter Spool;Typewriter Spool CLN Bold;H;1;12;14;6
slab serif;Typewriter Spool;Typewriter Spool CLN Bold;k;1;7;10;12
slab serif;Typewriter Spool;Typewriter Spool CLN Bold;o;2;5;0;17
slab serif;Typewriter Spool;Typewriter Spool CLN Bold;p;2;5;5;11
slab serif;Typewriter Spool;Typewriter Spool CLN Bold;x;1;10;10;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold Italic;a;3;5;5;14
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold Italic;H;2;12;15;9
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold Italic;k;2;10;12;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold Italic;o;3;6;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold Italic;p;2;8;7;13
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold Italic;x;2;12;7;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold;a;2;4;5;19
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold;H;1;12;12;7
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold;k;1;7;8;11
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold;o;2;7;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold;p;2;6;5;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Bold;x;1;8;8;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold Italic;a;3;4;5;18
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold Italic;H;4;10;16;10
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold Italic;k;2;7;9;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold Italic;o;3;5;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold Italic;p;2;8;6;11
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold Italic;x;2;10;8;16
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold;a;2;4;3;18
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold;H;3;12;16;11
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold;k;1;7;9;13
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold;o;2;5;0;17
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold;p;2;6;5;13
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Bold;x;1;8;8;14
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light Italic;a;3;12;13;14
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light Italic;H;2;30;32;0
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light Italic;k;2;25;27;3
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light Italic;o;3;10;4;13
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light Italic;p;2;19;21;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light Italic;x;2;28;30;4
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light;a;2;5;5;20
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light;H;1;24;28;2
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light;k;1;22;23;6
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light;o;2;9;0;21
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light;p;2;11;13;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Extra Light;x;1;16;18;10
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Italic;a;3;5;7;16
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Italic;H;2;12;19;8
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Italic;k;2;9;16;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Italic;o;3;9;3;16
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Italic;p;2;11;13;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Italic;x;2;16;19;8
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light Italic;a;3;7;9;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light Italic;H;2;16;22;7
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light Italic;k;2;14;20;8
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light Italic;o;3;7;4;14
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light Italic;p;2;14;18;16
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light Italic;x;2;18;22;8
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light;a;2;4;4;20
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light;H;1;16;18;7
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light;k;1;13;16;10
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light;o;2;9;0;20
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light;p;2;7;9;17
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Light;x;1;13;11;10
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed;a;2;5;4;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed;H;1;13;17;8
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed;k;1;9;14;11
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed;o;2;8;0;17
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed;p;2;7;7;16
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed;x;1;13;11;11
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold Italic;a;3;5;5;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold Italic;H;2;12;16;8
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold Italic;k;2;11;15;11
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold Italic;o;3;7;0;16
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold Italic;p;2;7;7;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold Italic;x;2;13;10;13
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold;a;2;6;5;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold;H;1;13;14;6
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold;k;1;9;12;10
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold;o;2;8;0;16
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold;p;2;7;5;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Semi Bold;x;1;10;9;14
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light Italic;a;3;12;13;15
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light Italic;H;2;30;32;0
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light Italic;k;2;25;27;3
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light Italic;o;3;10;4;13
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light Italic;p;2;19;21;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light Italic;x;2;28;30;4
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light;a;2;5;5;20
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light;H;1;24;28;2
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light;k;1;22;23;6
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light;o;2;9;0;21
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light;p;2;11;13;12
slab serif;Typewriter Spool;Typewriter Spool CLN Condensed Ultra Light;x;1;16;18;10
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold Italic;a;3;6;5;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold Italic;H;2;12;16;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold Italic;k;2;11;13;9
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold Italic;o;3;2;0;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold Italic;p;2;5;8;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold Italic;x;2;11;9;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold;a;2;8;4;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold;H;1;12;13;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold;k;1;10;11;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold;o;2;5;0;19
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold;p;2;3;5;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Bold;x;1;10;9;12
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold Italic;a;3;6;5;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold Italic;H;2;11;14;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold Italic;k;2;7;10;9
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold Italic;o;3;2;0;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold Italic;p;2;5;6;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold Italic;x;2;10;8;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold;a;2;5;5;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold;H;1;12;12;7
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold;k;1;8;8;9
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold;o;2;5;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold;p;2;3;5;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Bold;x;1;8;8;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light Italic;a;3;12;12;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light Italic;H;2;28;31;0
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light Italic;k;2;24;26;3
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light Italic;o;3;4;4;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light Italic;p;2;18;20;9
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light Italic;x;2;28;28;6
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light;a;2;13;8;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light;H;1;24;28;0
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light;k;1;20;23;4
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light;o;2;9;0;20
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light;p;2;10;12;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Extra Light;x;1;19;23;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Italic;a;3;7;10;15
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Italic;H;2;12;21;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Italic;k;2;12;17;9
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Italic;o;3;2;3;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Italic;p;2;10;15;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Italic;x;2;14;17;10
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light Italic;a;3;10;10;12
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light Italic;H;2;30;33;0
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light Italic;k;2;21;26;5
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light Italic;o;3;2;1;15
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light Italic;p;2;10;16;15
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light Italic;x;2;23;25;10
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light;a;2;10;7;15
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light;H;1;22;23;3
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light;k;1;19;20;6
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light;o;2;7;0;19
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light;p;2;8;12;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Light;x;1;15;17;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended;a;2;8;7;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extended;H;1;13;16;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended;k;1;11;11;9
slab serif;Typewriter Spool;Typewriter Spool CLN Extended;o;2;6;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Extended;p;2;5;8;12
slab serif;Typewriter Spool;Typewriter Spool CLN Extended;x;1;11;12;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold Italic;a;3;6;7;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold Italic;H;2;13;19;9
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold Italic;k;2;11;15;12
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold Italic;o;3;2;1;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold Italic;p;2;6;9;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold Italic;x;2;9;9;12
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold;a;2;8;5;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold;H;1;12;13;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold;k;1;9;9;10
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold;o;2;5;0;19
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold;p;2;3;5;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Semi Bold;x;1;9;8;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light Italic;a;3;13;10;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light Italic;H;2;20;22;0
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light Italic;k;2;17;18;5
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light Italic;o;3;6;4;17
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light Italic;p;2;17;19;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light Italic;x;2;22;23;6
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light;a;2;11;7;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light;H;1;21;24;0
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light;k;1;16;18;5
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light;o;2;12;0;19
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light;p;2;10;11;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extended Ultra Light;x;1;23;24;6
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold Italic;a;3;5;3;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold Italic;H;2;10;12;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold Italic;k;2;9;8;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold Italic;o;3;2;0;17
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold Italic;p;2;5;6;12
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold Italic;x;2;8;7;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold;a;2;5;5;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold;H;1;12;12;6
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold;k;1;8;8;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold;o;2;5;0;17
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold;p;2;4;5;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Bold;x;1;8;7;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light Italic;a;3;12;12;14
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light Italic;H;2;29;32;0
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light Italic;k;2;25;28;3
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light Italic;o;3;4;3;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light Italic;p;2;16;20;11
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light Italic;x;2;26;26;8
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light;a;2;9;8;18
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light;H;1;25;28;0
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light;k;1;22;24;3
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light;o;2;7;0;16
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light;p;2;10;12;13
slab serif;Typewriter Spool;Typewriter Spool CLN Extra Light;x;1;20;22;11
slab serif;Typewriter Spool;Typewriter Spool CLN Italic;a;3;5;7;17
slab serif;Typewriter Spool;Typewriter Spool CLN Italic;H;2;13;17;8
slab serif;Typewriter Spool;Typewriter Spool CLN Italic;k;2;12;15;8
slab serif;Typewriter Spool;Typewriter Spool CLN Italic;o;3;3;1;18
slab serif;Typewriter Spool;Typewriter Spool CLN Italic;p;2;12;12;15
slab serif;Typewriter Spool;Typewriter Spool CLN Italic;x;2;13;12;13
slab serif;Typewriter Spool;Typewriter Spool CLN Light Italic;a;3;10;11;12
slab serif;Typewriter Spool;Typewriter Spool CLN Light Italic;H;2;24;27;4
slab serif;Typewriter Spool;Typewriter Spool CLN Light Italic;k;2;20;22;5
slab serif;Typewriter Spool;Typewriter Spool CLN Light Italic;o;3;4;4;15
slab serif;Typewriter Spool;Typewriter Spool CLN Light Italic;p;2;17;20;12
slab serif;Typewriter Spool;Typewriter Spool CLN Light Italic;x;2;20;21;9
slab serif;Typewriter Spool;Typewriter Spool CLN Light;a;2;9;7;16
slab serif;Typewriter Spool;Typewriter Spool CLN Light;H;1;18;18;5
slab serif;Typewriter Spool;Typewriter Spool CLN Light;k;1;12;13;9
slab serif;Typewriter Spool;Typewriter Spool CLN Light;o;2;8;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Light;p;2;6;9;15
slab serif;Typewriter Spool;Typewriter Spool CLN Light;x;1;17;17;12
slab serif;Typewriter Spool;Typewriter Spool CLN Regular;a;2;6;4;16
slab serif;Typewriter Spool;Typewriter Spool CLN Regular;H;1;13;13;8
slab serif;Typewriter Spool;Typewriter Spool CLN Regular;k;1;10;11;9
slab serif;Typewriter Spool;Typewriter Spool CLN Regular;o;2;5;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Regular;p;2;5;5;14
slab serif;Typewriter Spool;Typewriter Spool CLN Regular;x;1;12;8;12
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold Italic;a;3;5;5;15
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold Italic;H;2;11;17;8
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold Italic;k;2;9;10;12
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold Italic;o;3;3;0;16
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold Italic;p;2;5;8;12
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold Italic;x;2;13;11;11
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold;a;2;6;4;18
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold;H;1;13;17;8
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold;k;1;8;10;10
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold;o;2;6;0;18
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold;p;2;5;6;13
slab serif;Typewriter Spool;Typewriter Spool CLN Semi Bold;x;1;11;11;12
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light Italic;a;3;13;13;14
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light Italic;H;2;25;28;0
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light Italic;k;2;19;22;4
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light Italic;o;3;6;4;15
slab serif;Typewriter Spool;Typewriter Spool CLN Ultra Light Italic;p;2;17;19;12
